NAME,TBNAME,TBCREATOR
CODEPAGE,INDEXEXTENSIONPARMS,SYSCAT  
COLLATIONNAME,INDEXEXTENSIONPARMS,SYSCAT  
COLLATIONSCHEMA,INDEXEXTENSIONPARMS,SYSCAT  
IENAME,INDEXEXTENSIONPARMS,SYSCAT  
IESCHEMA,INDEXEXTENSIONPARMS,SYSCAT  
LENGTH,INDEXEXTENSIONPARMS,SYSCAT  
ORDINAL,INDEXEXTENSIONPARMS,SYSCAT  
PARMNAME,INDEXEXTENSIONPARMS,SYSCAT  
PARMTYPE,INDEXEXTENSIONPARMS,SYSCAT  
SCALE,INDEXEXTENSIONPARMS,SYSCAT  
TYPENAME,INDEXEXTENSIONPARMS,SYSCAT  
TYPESCHEMA,INDEXEXTENSIONPARMS,SYSCAT  
CREATE_TIME,INDEXEXTENSIONS,SYSCAT  
DEFINER,INDEXEXTENSIONS,SYSCAT  
IENAME,INDEXEXTENSIONS,SYSCAT  
IESCHEMA,INDEXEXTENSIONS,SYSCAT  
KEYGENFUNCNAME,INDEXEXTENSIONS,SYSCAT  
KEYGENFUNCSCHEMA,INDEXEXTENSIONS,SYSCAT  
KEYGENSPECIFICNAME,INDEXEXTENSIONS,SYSCAT  
OWNER,INDEXEXTENSIONS,SYSCAT  
OWNERTYPE,INDEXEXTENSIONS,SYSCAT  
REMARKS,INDEXEXTENSIONS,SYSCAT  
TEXT,INDEXEXTENSIONS,SYSCAT  
INDNAME,INDEXOPTIONS,SYSCAT  
INDSCHEMA,INDEXOPTIONS,SYSCAT  
OPTION,INDEXOPTIONS,SYSCAT  
SETTING,INDEXOPTIONS,SYSCAT  
AVERAGE_RANDOM_FETCH_PAGES,INDEXPARTITIONS,SYSCAT  
AVERAGE_RANDOM_PAGES,INDEXPARTITIONS,SYSCAT  
AVERAGE_SEQUENCE_FETCH_GAP,INDEXPARTITIONS,SYSCAT  
AVERAGE_SEQUENCE_FETCH_PAGES,INDEXPARTITIONS,SYSCAT  
AVERAGE_SEQUENCE_GAP,INDEXPARTITIONS,SYSCAT  
AVERAGE_SEQUENCE_PAGES,INDEXPARTITIONS,SYSCAT  
AVGLEAFKEYSIZE,INDEXPARTITIONS,SYSCAT  
AVGNLEAFKEYSIZE,INDEXPARTITIONS,SYSCAT  
CLUSTERFACTOR,INDEXPARTITIONS,SYSCAT  
CLUSTERRATIO,INDEXPARTITIONS,SYSCAT  
COMPRESSION,INDEXPARTITIONS,SYSCAT  
DATAPARTITIONID,INDEXPARTITIONS,SYSCAT  
DENSITY,INDEXPARTITIONS,SYSCAT  
FIRST2KEYCARD,INDEXPARTITIONS,SYSCAT  
FIRST3KEYCARD,INDEXPARTITIONS,SYSCAT  
FIRST4KEYCARD,INDEXPARTITIONS,SYSCAT  
FIRSTKEYCARD,INDEXPARTITIONS,SYSCAT  
FULLKEYCARD,INDEXPARTITIONS,SYSCAT  
IID,INDEXPARTITIONS,SYSCAT  
INDCARD,INDEXPARTITIONS,SYSCAT  
INDNAME,INDEXPARTITIONS,SYSCAT  
INDPARTITIONOBJECTID,INDEXPARTITIONS,SYSCAT  
INDPARTITIONTBSPACEID,INDEXPARTITIONS,SYSCAT  
INDSCHEMA,INDEXPARTITIONS,SYSCAT  
NLEAF,INDEXPARTITIONS,SYSCAT  
NLEVELS,INDEXPARTITIONS,SYSCAT  
NUMRIDS,INDEXPARTITIONS,SYSCAT  
NUMRIDS_DELETED,INDEXPARTITIONS,SYSCAT  
NUM_EMPTY_LEAFS,INDEXPARTITIONS,SYSCAT  
PAGE_FETCH_PAIRS,INDEXPARTITIONS,SYSCAT  
PCTFREE,INDEXPARTITIONS,SYSCAT  
PCTPAGESSAVED,INDEXPARTITIONS,SYSCAT  
SEQUENTIAL_PAGES,INDEXPARTITIONS,SYSCAT  
STATS_TIME,INDEXPARTITIONS,SYSCAT  
TABNAME,INDEXPARTITIONS,SYSCAT  
TABSCHEMA,INDEXPARTITIONS,SYSCAT  
DATATYPE,INDEXXMLPATTERNS,SYSCAT  
HASHED,INDEXXMLPATTERNS,SYSCAT  
INDNAME,INDEXXMLPATTERNS,SYSCAT  
INDSCHEMA,INDEXXMLPATTERNS,SYSCAT  
LENGTH,INDEXXMLPATTERNS,SYSCAT  
PATTERN,INDEXXMLPATTERNS,SYSCAT  
PATTERNID,INDEXXMLPATTERNS,SYSCAT  
PINDID,INDEXXMLPATTERNS,SYSCAT  
PINDNAME,INDEXXMLPATTERNS,SYSCAT  
SCALE,INDEXXMLPATTERNS,SYSCAT  
TYPEMODEL,INDEXXMLPATTERNS,SYSCAT  
ERRORMESSAGE,INVALIDOBJECTS,SYSCAT  
INVALIDATE_TIME,INVALIDOBJECTS,SYSCAT  
LAST_REGEN_TIME,INVALIDOBJECTS,SYSCAT  
LINENUMBER,INVALIDOBJECTS,SYSCAT  
OBJECTMODULENAME,INVALIDOBJECTS,SYSCAT  
OBJECTNAME,INVALIDOBJECTS,SYSCAT  
OBJECTSCHEMA,INVALIDOBJECTS,SYSCAT  
OBJECTTYPE,INVALIDOBJECTS,SYSCAT  
ROUTINENAME,INVALIDOBJECTS,SYSCAT  
SQLCODE,INVALIDOBJECTS,SYSCAT  
SQLSTATE,INVALIDOBJECTS,SYSCAT  
COLNAME,KEYCOLUSE,SYSCAT  
COLSEQ,KEYCOLUSE,SYSCAT  
CONSTNAME,KEYCOLUSE,SYSCAT  
TABNAME,KEYCOLUSE,SYSCAT  
TABSCHEMA,KEYCOLUSE,SYSCAT  
ACTIVE_VERSION,LIBRARIES,SYSCAT  
DEFINER,LIBRARIES,SYSCAT  
LIBNAME,LIBRARIES,SYSCAT  
LIBSCHEMA,LIBRARIES,SYSCAT  
LIBVERSION_COUNT,LIBRARIES,SYSCAT  
LIB_ID,LIBRARIES,SYSCAT  
OWNER,LIBRARIES,SYSCAT  
OWNERTYPE,LIBRARIES,SYSCAT  
SYSTEM_REQUIRED,LIBRARIES,SYSCAT  
ALTERAUTH,LIBRARYAUTH,SYSCAT  
GRANTEE,LIBRARYAUTH,SYSCAT  
GRANTEETYPE,LIBRARYAUTH,SYSCAT  
GRANTOR,LIBRARYAUTH,SYSCAT  
GRANTORTYPE,LIBRARYAUTH,SYSCAT  
LIBNAME,LIBRARYAUTH,SYSCAT  
LIBSCHEMA,LIBRARYAUTH,SYSCAT  
USAGEAUTH,LIBRARYAUTH,SYSCAT  
BINDFILE_PATH,LIBRARYBINDFILES,SYSCAT  
LIBNAME,LIBRARYBINDFILES,SYSCAT  
LIBSCHEMA,LIBRARYBINDFILES,SYSCAT  
LIBVERSION,LIBRARYBINDFILES,SYSCAT  
PACKAGE_NAME,LIBRARYBINDFILES,SYSCAT  
PACKAGE_SCHEMA,LIBRARYBINDFILES,SYSCAT  
PACKAGE_VERSION,LIBRARYBINDFILES,SYSCAT  
BINDFILES_COUNT,LIBRARYVERSIONS,SYSCAT  
CREATE_TIME,LIBRARYVERSIONS,SYSCAT  
DEFINER,LIBRARYVERSIONS,SYSCAT  
LIBNAME,LIBRARYVERSIONS,SYSCAT  
LIBSCHEMA,LIBRARYVERSIONS,SYSCAT  
LIBVERSION,LIBRARYVERSIONS,SYSCAT  
OWNER,LIBRARYVERSIONS,SYSCAT  
OWNERTYPE,LIBRARYVERSIONS,SYSCAT  
VERSIONID,LIBRARYVERSIONS,SYSCAT  
VERSION_PATH,LIBRARYVERSIONS,SYSCAT  
ATTRID,MEMBERSUBSETATTRS,SYSCAT  
ATTRVALUE,MEMBERSUBSETATTRS,SYSCAT  
SUBSETID,MEMBERSUBSETATTRS,SYSCAT  
FAILOVER_PRIORITY,MEMBERSUBSETMEMBERS,SYSCAT  
MEMBER,MEMBERSUBSETMEMBERS,SYSCAT  
SUBSETID,MEMBERSUBSETMEMBERS,SYSCAT  
ALTERNATESERVER,MEMBERSUBSETS,SYSCAT  
ALTER_TIME,MEMBERSUBSETS,SYSCAT  
CATALOGDATABASEALIAS,MEMBERSUBSETS,SYSCAT  
CREATE_TIME,MEMBERSUBSETS,SYSCAT  
ENABLED,MEMBERSUBSETS,SYSCAT  
INCLUSIVESUBSET,MEMBERSUBSETS,SYSCAT  
MEMBERPRIORITYBASIS,MEMBERSUBSETS,SYSCAT  
REMARKS,MEMBERSUBSETS,SYSCAT  
SUBSETID,MEMBERSUBSETS,SYSCAT  
SUBSETNAME,MEMBERSUBSETS,SYSCAT  
EXECUTEAUTH,MODULEAUTH,SYSCAT  
GRANTEE,MODULEAUTH,SYSCAT  
GRANTEETYPE,MODULEAUTH,SYSCAT  
GRANTOR,MODULEAUTH,SYSCAT  
GRANTORTYPE,MODULEAUTH,SYSCAT  
MODULEID,MODULEAUTH,SYSCAT  
MODULENAME,MODULEAUTH,SYSCAT  
MODULESCHEMA,MODULEAUTH,SYSCAT  
OBJECTMODULENAME,MODULEOBJECTS,SYSCAT  
OBJECTNAME,MODULEOBJECTS,SYSCAT  
OBJECTSCHEMA,MODULEOBJECTS,SYSCAT  
OBJECTTYPE,MODULEOBJECTS,SYSCAT  
PUBLISHED,MODULEOBJECTS,SYSCAT  
SPECIFICNAME,MODULEOBJECTS,SYSCAT  
USERDEFINED,MODULEOBJECTS,SYSCAT  
BASE_MODULENAME,MODULES,SYSCAT  
BASE_MODULESCHEMA,MODULES,SYSCAT  
CREATE_TIME,MODULES,SYSCAT  
DIALECT,MODULES,SYSCAT  
MODULEID,MODULES,SYSCAT  
MODULENAME,MODULES,SYSCAT  
MODULESCHEMA,MODULES,SYSCAT  
MODULETYPE,MODULES,SYSCAT  
OWNER,MODULES,SYSCAT  
OWNERTYPE,MODULES,SYSCAT  
REMARKS,MODULES,SYSCAT  
IMPL_COLNAME,NAMEMAPPINGS,SYSCAT  
IMPL_NAME,NAMEMAPPINGS,SYSCAT  
IMPL_SCHEMA,NAMEMAPPINGS,SYSCAT  
LOGICAL_COLNAME,NAMEMAPPINGS,SYSCAT  
LOGICAL_NAME,NAMEMAPPINGS,SYSCAT  
LOGICAL_SCHEMA,NAMEMAPPINGS,SYSCAT  
TYPE,NAMEMAPPINGS,SYSCAT  
ACCESS_MODE,NICKNAMES,SYSCAT  
CACHINGALLOWED,NICKNAMES,SYSCAT  
CARD,NICKNAMES,SYSCAT  
CHECKCOUNT,NICKNAMES,SYSCAT  
CHILDREN,NICKNAMES,SYSCAT  
CODEPAGE,NICKNAMES,SYSCAT  
COLCOUNT,NICKNAMES,SYSCAT  
CONST_CHECKED,NICKNAMES,SYSCAT  
CREATE_TIME,NICKNAMES,SYSCAT  
DATACAPTURE,NICKNAMES,SYSCAT  
DEFINER,NICKNAMES,SYSCAT  
FPAGES,NICKNAMES,SYSCAT  
KEYCOLUMNS,NICKNAMES,SYSCAT  
KEYINDEXID,NICKNAMES,SYSCAT  
KEYUNIQUE,NICKNAMES,SYSCAT  
NPAGES,NICKNAMES,SYSCAT  
OVERFLOW,NICKNAMES,SYSCAT  
OWNER,NICKNAMES,SYSCAT  
OWNERTYPE,NICKNAMES,SYSCAT  
PARENTS,NICKNAMES,SYSCAT  
PARTITION_MODE,NICKNAMES,SYSCAT  
REMARKS,NICKNAMES,SYSCAT  
REMOTE_SCHEMA,NICKNAMES,SYSCAT  
REMOTE_TABLE,NICKNAMES,SYSCAT  
REMOTE_TYPE,NICKNAMES,SYSCAT  
SELFREFS,NICKNAMES,SYSCAT  
SERVERNAME,NICKNAMES,SYSCAT  
STATISTICS_PROFILE,NICKNAMES,SYSCAT  
STATS_TIME,NICKNAMES,SYSCAT  
STATUS,NICKNAMES,SYSCAT  
TABLEID,NICKNAMES,SYSCAT  
TABNAME,NICKNAMES,SYSCAT  
TABSCHEMA,NICKNAMES,SYSCAT  
TBSPACEID,NICKNAMES,SYSCAT  
IN_USE,NODEGROUPDEF,SYSCAT  
NGNAME,NODEGROUPDEF,SYSCAT  
NODENUM,NODEGROUPDEF,SYSCAT  
CREATE_TIME,NODEGROUPS,SYSCAT  
DEFINER,NODEGROUPS,SYSCAT  
NGNAME,NODEGROUPS,SYSCAT  
OWNER,NODEGROUPS,SYSCAT  
OWNERTYPE,NODEGROUPS,SYSCAT  
PMAP_ID,NODEGROUPS,SYSCAT  
REBALANCE_PMAP_ID,NODEGROUPS,SYSCAT  
REMARKS,NODEGROUPS,SYSCAT  
BINDAUTH,PACKAGEAUTH,SYSCAT  
CONTROLAUTH,PACKAGEAUTH,SYSCAT  
EXECUTEAUTH,PACKAGEAUTH,SYSCAT  
GRANTEE,PACKAGEAUTH,SYSCAT  
GRANTEETYPE,PACKAGEAUTH,SYSCAT  
GRANTOR,PACKAGEAUTH,SYSCAT  
GRANTORTYPE,PACKAGEAUTH,SYSCAT  
PKGNAME,PACKAGEAUTH,SYSCAT  
PKGSCHEMA,PACKAGEAUTH,SYSCAT  
BINDER,PACKAGEDEP,SYSCAT  
BINDERTYPE,PACKAGEDEP,SYSCAT  
BMODULEID,PACKAGEDEP,SYSCAT  
BMODULENAME,PACKAGEDEP,SYSCAT  
BNAME,PACKAGEDEP,SYSCAT  
BSCHEMA,PACKAGEDEP,SYSCAT  
BTYPE,PACKAGEDEP,SYSCAT  
PKGNAME,PACKAGEDEP,SYSCAT  
PKGSCHEMA,PACKAGEDEP,SYSCAT  
PKGVERSION,PACKAGEDEP,SYSCAT  
TABAUTH,PACKAGEDEP,SYSCAT  
UNIQUE_ID,PACKAGEDEP,SYSCAT  
VARAUTH,PACKAGEDEP,SYSCAT  
ALTER_TIME,PACKAGES,SYSCAT  
ANONBLOCK,PACKAGES,SYSCAT  
APREUSE,PACKAGES,SYSCAT  
BLOCKING,PACKAGES,SYSCAT  
BOUNDBY,PACKAGES,SYSCAT  
BOUNDBYTYPE,PACKAGES,SYSCAT  
BUSTIMESENSITIVE,PACKAGES,SYSCAT  
CODEPAGE,PACKAGES,SYSCAT  
COLLATIONNAME,PACKAGES,SYSCAT  
COLLATIONNAME_ORDERBY,PACKAGES,SYSCAT  
COLLATIONSCHEMA,PACKAGES,SYSCAT  
COLLATIONSCHEMA_ORDERBY,PACKAGES,SYSCAT  
CONCURRENTACCESSRESOLUTION,PACKAGES,SYSCAT  
CREATE_TIME,PACKAGES,SYSCAT  
DBPARTITIONNUM,PACKAGES,SYSCAT  
DEFAULT_SCHEMA,PACKAGES,SYSCAT  
DEFINER,PACKAGES,SYSCAT  
DEGREE,PACKAGES,SYSCAT  
DYNAMICRULES,PACKAGES,SYSCAT  
ENVSTRINGUNITS,PACKAGES,SYSCAT  
EXPLAIN_LEVEL,PACKAGES,SYSCAT  
EXPLAIN_MODE,PACKAGES,SYSCAT  
EXPLAIN_SNAPSHOT,PACKAGES,SYSCAT  
EXPLICIT_BIND_TIME,PACKAGES,SYSCAT  
EXTENDEDINDICATOR,PACKAGES,SYSCAT  
FEDERATED,PACKAGES,SYSCAT  
FEDERATED_ASYNCHRONY,PACKAGES,SYSCAT  
FORMAT,PACKAGES,SYSCAT  
FUNC_PATH,PACKAGES,SYSCAT  
INSERT_BUF,PACKAGES,SYSCAT  
INTRA_PARALLEL,PACKAGES,SYSCAT  
ISOLATION,PACKAGES,SYSCAT  
KEEPDYNAMIC,PACKAGES,SYSCAT  
LANG_LEVEL,PACKAGES,SYSCAT  
LASTUSED,PACKAGES,SYSCAT  
LAST_BIND_TIME,PACKAGES,SYSCAT  
MEMBER,PACKAGES,SYSCAT  
MULTINODE_PLANS,PACKAGES,SYSCAT  
OPTPROFILENAME,PACKAGES,SYSCAT  
OPTPROFILESCHEMA,PACKAGES,SYSCAT  
OS_PTR_SIZE,PACKAGES,SYSCAT  
OWNER,PACKAGES,SYSCAT  
OWNERTYPE,PACKAGES,SYSCAT  
PKGID,PACKAGES,SYSCAT  
PKGNAME,PACKAGES,SYSCAT  
PKGSCHEMA,PACKAGES,SYSCAT  
PKGVERSION,PACKAGES,SYSCAT  
PKG_CREATE_TIME,PACKAGES,SYSCAT  
QUERYOPT,PACKAGES,SYSCAT  
REFRESHAGE,PACKAGES,SYSCAT  
REMARKS,PACKAGES,SYSCAT  
REOPTVAR,PACKAGES,SYSCAT  
SQLERROR,PACKAGES,SYSCAT  
SQLMATHWARN,PACKAGES,SYSCAT  
SQLWARN,PACKAGES,SYSCAT  
STATICASDYNAMIC,PACKAGES,SYSCAT  
STATICREADONLY,PACKAGES,SYSCAT  
SYSTIMESENSITIVE,PACKAGES,SYSCAT  
TOTAL_SECT,PACKAGES,SYSCAT  
TRANSFORMGROUP,PACKAGES,SYSCAT  
UNIQUE_ID,PACKAGES,SYSCAT  
VALID,PACKAGES,SYSCAT  
VALIDATE,PACKAGES,SYSCAT  
PARTITIONMAP,PARTITIONMAPS,SYSCAT  
PMAP_ID,PARTITIONMAPS,SYSCAT  
GRANTEE,PASSTHRUAUTH,SYSCAT  
GRANTEETYPE,PASSTHRUAUTH,SYSCAT  
GRANTOR,PASSTHRUAUTH,SYSCAT  
GRANTORTYPE,PASSTHRUAUTH,SYSCAT  
SERVERNAME,PASSTHRUAUTH,SYSCAT  
BEGINCOLNAME,PERIODS,SYSCAT  
ENDCOLNAME,PERIODS,SYSCAT  
HISTORYTABNAME,PERIODS,SYSCAT  
HISTORYTABSCHEMA,PERIODS,SYSCAT  
PERIODNAME,PERIODS,SYSCAT  
PERIODTYPE,PERIODS,SYSCAT  
TABNAME,PERIODS,SYSCAT  
TABSCHEMA,PERIODS,SYSCAT  
CONTEXTEXP,PREDICATESPECS,SYSCAT  
CONTEXTOP,PREDICATESPECS,SYSCAT  
FILTERTEXT,PREDICATESPECS,SYSCAT  
FUNCID,PREDICATESPECS,SYSCAT  
FUNCNAME,PREDICATESPECS,SYSCAT  
FUNCSCHEMA,PREDICATESPECS,SYSCAT  
SPECID,PREDICATESPECS,SYSCAT  
SPECIFICNAME,PREDICATESPECS,SYSCAT  
CLASS,PROCEDURES,SYSCAT  
CONTAINS_SQL,PROCEDURES,SYSCAT  
CREATE_TIME,PROCEDURES,SYSCAT  
DBINFO,PROCEDURES,SYSCAT  
DEFINER,PROCEDURES,SYSCAT  
DETERMINISTIC,PROCEDURES,SYSCAT  
FENCED,PROCEDURES,SYSCAT  
IMPLEMENTATION,PROCEDURES,SYSCAT  
JAR_ID,PROCEDURES,SYSCAT  
LANGUAGE,PROCEDURES,SYSCAT  
NULLCALL,PROCEDURES,SYSCAT  
ORIGIN,PROCEDURES,SYSCAT  
PARM_COUNT,PROCEDURES,SYSCAT  
PARM_SIGNATURE,PROCEDURES,SYSCAT  
PARM_STYLE,PROCEDURES,SYSCAT  
PROCEDURE_ID,PROCEDURES,SYSCAT  
PROCNAME,PROCEDURES,SYSCAT  
PROCSCHEMA,PROCEDURES,SYSCAT  
PROGRAM_TYPE,PROCEDURES,SYSCAT  
REMARKS,PROCEDURES,SYSCAT  
RESULT_SETS,PROCEDURES,SYSCAT  
SPECIFICNAME,PROCEDURES,SYSCAT  
TEXT,PROCEDURES,SYSCAT  
TEXT_BODY_OFFSET,PROCEDURES,SYSCAT  
VALID,PROCEDURES,SYSCAT  
AS_LOCATOR,PROCPARMS,SYSCAT  
CODEPAGE,PROCPARMS,SYSCAT  
DBCS_CODEPAGE,PROCPARMS,SYSCAT  
LENGTH,PROCPARMS,SYSCAT  
NULLS,PROCPARMS,SYSCAT  
ORDINAL,PROCPARMS,SYSCAT  
PARMNAME,PROCPARMS,SYSCAT  
PARM_MODE,PROCPARMS,SYSCAT  
PROCNAME,PROCPARMS,SYSCAT  
PROCSCHEMA,PROCPARMS,SYSCAT  
SCALE,PROCPARMS,SYSCAT  
SCOPE_TABNAME,PROCPARMS,SYSCAT  
SCOPE_TABSCHEMA,PROCPARMS,SYSCAT  
SERVERNAME,PROCPARMS,SYSCAT  
SOURCETYPEID,PROCPARMS,SYSCAT  
SPECIFICNAME,PROCPARMS,SYSCAT  
TARGET_TYPENAME,PROCPARMS,SYSCAT  
TARGET_TYPESCHEMA,PROCPARMS,SYSCAT  
TYPEID,PROCPARMS,SYSCAT  
TYPENAME,PROCPARMS,SYSCAT  
TYPESCHEMA,PROCPARMS,SYSCAT  
COLCOUNT,REFERENCES,SYSCAT  
CONSTNAME,REFERENCES,SYSCAT  
CREATE_TIME,REFERENCES,SYSCAT  
DEFINER,REFERENCES,SYSCAT  
DELETERULE,REFERENCES,SYSCAT  
FK_COLNAMES,REFERENCES,SYSCAT  
OWNER,REFERENCES,SYSCAT  
OWNERTYPE,REFERENCES,SYSCAT  
PK_COLNAMES,REFERENCES,SYSCAT  
REFKEYNAME,REFERENCES,SYSCAT  
REFTABNAME,REFERENCES,SYSCAT  
REFTABSCHEMA,REFERENCES,SYSCAT  
TABNAME,REFERENCES,SYSCAT  
TABSCHEMA,REFERENCES,SYSCAT  
UPDATERULE,REFERENCES,SYSCAT  
ADMIN,ROLEAUTH,SYSCAT  
GRANTEE,ROLEAUTH,SYSCAT  
GRANTEETYPE,ROLEAUTH,SYSCAT  
GRANTOR,ROLEAUTH,SYSCAT  
GRANTORTYPE,ROLEAUTH,SYSCAT  
ROLEID,ROLEAUTH,SYSCAT  
ROLENAME,ROLEAUTH,SYSCAT  
AUDITEXCEPTIONENABLED,ROLES,SYSCAT  
AUDITPOLICYID,ROLES,SYSCAT  
AUDITPOLICYNAME,ROLES,SYSCAT  
CREATE_TIME,ROLES,SYSCAT  
REMARKS,ROLES,SYSCAT  
ROLEID,ROLES,SYSCAT  
ROLENAME,ROLES,SYSCAT  
EXECUTEAUTH,ROUTINEAUTH,SYSCAT  
GRANTEE,ROUTINEAUTH,SYSCAT  
GRANTEETYPE,ROUTINEAUTH,SYSCAT  
GRANTOR,ROUTINEAUTH,SYSCAT  
GRANTORTYPE,ROUTINEAUTH,SYSCAT  
GRANT_TIME,ROUTINEAUTH,SYSCAT  
ROUTINETYPE,ROUTINEAUTH,SYSCAT  
SCHEMA,ROUTINEAUTH,SYSCAT  
SPECIFICNAME,ROUTINEAUTH,SYSCAT  
TYPENAME,ROUTINEAUTH,SYSCAT  
TYPESCHEMA,ROUTINEAUTH,SYSCAT  
BMODULEID,ROUTINEDEP,SYSCAT  
BMODULENAME,ROUTINEDEP,SYSCAT  
BNAME,ROUTINEDEP,SYSCAT  
BSCHEMA,ROUTINEDEP,SYSCAT  
BTYPE,ROUTINEDEP,SYSCAT  
ROUTINEMODULEID,ROUTINEDEP,SYSCAT  
ROUTINEMODULENAME,ROUTINEDEP,SYSCAT  
ROUTINENAME,ROUTINEDEP,SYSCAT  
ROUTINESCHEMA,ROUTINEDEP,SYSCAT  
SPECIFICNAME,ROUTINEDEP,SYSCAT  
TABAUTH,ROUTINEDEP,SYSCAT  
OPTION,ROUTINEOPTIONS,SYSCAT  
ROUTINEMODULENAME,ROUTINEOPTIONS,SYSCAT  
ROUTINENAME,ROUTINEOPTIONS,SYSCAT  
ROUTINESCHEMA,ROUTINEOPTIONS,SYSCAT  
SETTING,ROUTINEOPTIONS,SYSCAT  
SPECIFICNAME,ROUTINEOPTIONS,SYSCAT  
OPTION,ROUTINEPARMOPTIONS,SYSCAT  
ORDINAL,ROUTINEPARMOPTIONS,SYSCAT  
ROUTINENAME,ROUTINEPARMOPTIONS,SYSCAT  
ROUTINESCHEMA,ROUTINEPARMOPTIONS,SYSCAT  
SETTING,ROUTINEPARMOPTIONS,SYSCAT  
SPECIFICNAME,ROUTINEPARMOPTIONS,SYSCAT  
CAST_FUNCSCHEMA,ROUTINEPARMS,SYSCAT  
CAST_FUNCSPECIFIC,ROUTINEPARMS,SYSCAT  
CODEPAGE,ROUTINEPARMS,SYSCAT  
COLLATIONNAME,ROUTINEPARMS,SYSCAT  
COLLATIONSCHEMA,ROUTINEPARMS,SYSCAT  
DEFAULT,ROUTINEPARMS,SYSCAT  
LENGTH,ROUTINEPARMS,SYSCAT  
LOCATOR,ROUTINEPARMS,SYSCAT  
ORDINAL,ROUTINEPARMS,SYSCAT  
PARMNAME,ROUTINEPARMS,SYSCAT  
REMARKS,ROUTINEPARMS,SYSCAT  
ROUTINEMODULEID,ROUTINEPARMS,SYSCAT  
ROUTINEMODULENAME,ROUTINEPARMS,SYSCAT  
ROUTINENAME,ROUTINEPARMS,SYSCAT  
ROUTINESCHEMA,ROUTINEPARMS,SYSCAT  
ROWTYPE,ROUTINEPARMS,SYSCAT  
SCALE,ROUTINEPARMS,SYSCAT  
SCOPE_TABNAME,ROUTINEPARMS,SYSCAT  
SCOPE_TABSCHEMA,ROUTINEPARMS,SYSCAT  
SPECIFICNAME,ROUTINEPARMS,SYSCAT  
STRINGUNITSLENGTH,ROUTINEPARMS,SYSCAT  
TARGET_TYPEMODULENAME,ROUTINEPARMS,SYSCAT  
TARGET_TYPENAME,ROUTINEPARMS,SYSCAT  
TARGET_TYPESCHEMA,ROUTINEPARMS,SYSCAT  
TRANSFORMGRPNAME,ROUTINEPARMS,SYSCAT  
TYPEMODULENAME,ROUTINEPARMS,SYSCAT  
TYPENAME,ROUTINEPARMS,SYSCAT  
TYPESCHEMA,ROUTINEPARMS,SYSCAT  
TYPESTRINGUNITS,ROUTINEPARMS,SYSCAT  
ALTER_TIME,ROUTINES,SYSCAT  
ASSIGN_FUNCTION,ROUTINES,SYSCAT  
AUTONOMOUS,ROUTINES,SYSCAT  
CARDINALITY,ROUTINES,SYSCAT  
CAST_FUNCTION,ROUTINES,SYSCAT  
CHECKOUT_USERID,ROUTINES,SYSCAT  
CLASS,ROUTINES,SYSCAT  
CODEPAGE,ROUTINES,SYSCAT  
COLLATIONNAME,ROUTINES,SYSCAT  
COLLATIONNAME_ORDERBY,ROUTINES,SYSCAT  
COLLATIONSCHEMA,ROUTINES,SYSCAT  
COLLATIONSCHEMA_ORDERBY,ROUTINES,SYSCAT  
COMMIT_ON_RETURN,ROUTINES,SYSCAT  
COMPILE_OPTIONS,ROUTINES,SYSCAT  
CREATE_TIME,ROUTINES,SYSCAT  
DBINFO,ROUTINES,SYSCAT  
DEBUG_MODE,ROUTINES,SYSCAT  
DEFINER,ROUTINES,SYSCAT  
DETERMINISTIC,ROUTINES,SYSCAT  
DIAGNOSTIC_LEVEL,ROUTINES,SYSCAT  
DIALECT,ROUTINES,SYSCAT  
ENCODING_SCHEME,ROUTINES,SYSCAT  
ENVSTRINGUNITS,ROUTINES,SYSCAT  
EXECUTION_CONTROL,ROUTINES,SYSCAT  
EXTERNAL_ACTION,ROUTINES,SYSCAT  
FEDERATED,ROUTINES,SYSCAT  
FENCED,ROUTINES,SYSCAT  
FINALCALL,ROUTINES,SYSCAT  
FUNCTIONTYPE,ROUTINES,SYSCAT  
FUNC_PATH,ROUTINES,SYSCAT  
IMPLEMENTATION,ROUTINES,SYSCAT  
INHERITLOCKREQUEST,ROUTINES,SYSCAT  
INITIAL_INSTS,ROUTINES,SYSCAT  
INITIAL_IOS,ROUTINES,SYSCAT  
INSTS_PER_ARGBYTE,ROUTINES,SYSCAT  
INSTS_PER_INVOC,ROUTINES,SYSCAT  
IOS_PER_ARGBYTE,ROUTINES,SYSCAT  
IOS_PER_INVOC,ROUTINES,SYSCAT  
JARSCHEMA,ROUTINES,SYSCAT  
JAR_ID,ROUTINES,SYSCAT  
JAR_SIGNATURE,ROUTINES,SYSCAT  
LANGUAGE,ROUTINES,SYSCAT  
LAST_REGEN_TIME,ROUTINES,SYSCAT  
LIB_ID,ROUTINES,SYSCAT  
METHODEFFECT,ROUTINES,SYSCAT  
METHODIMPLEMENTED,ROUTINES,SYSCAT  
MODULEROUTINEIMPLEMENTED,ROUTINES,SYSCAT  
NEWSAVEPOINTLEVEL,ROUTINES,SYSCAT  
NULLCALL,ROUTINES,SYSCAT  
ORIGIN,ROUTINES,SYSCAT  
OVERRIDDEN_METHODID,ROUTINES,SYSCAT  
OWNER,ROUTINES,SYSCAT  
OWNERTYPE,ROUTINES,SYSCAT  
PARALLEL,ROUTINES,SYSCAT  
